PAW protein_summary_9 results file
written: Fri Apr 24 07:34:56 2020

 	=subtotal(109,B6:B5436)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
22.0	1	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN	contaminant	52.3	564	60044	KERATIN, TYPE II CYTOSKELETAL 6A (CYTOKERATIN 6A) (CK 6A) (K6A KERATIN) [Homo sapiens].	253	3	0.012	80	77	96	1	1	1	35.238	24.721	45.235	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
22.0001	1	sp|P02538|K2C6A_HUMAN	redundant	52.3	564	60044	Keratin, type II cytoskeletal 6A OS=Homo sapiens (Human) OX=9606 GN=KRT6A PE=1 SV=3	253	3	0.012	80	77	96	1	1	1	35.238	24.721	45.235	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
23.0	1	CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN	contaminant	49.1	564	59998	KERATIN, TYPE II CYTOSKELETAL 6B (CYTOKERATIN 6B) (CK 6B) (K6B KERATIN) [Homo sapiens].	245	0	0.000	77	75	93	0	0	0	1.500	1.000	1.750	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
24.0	1	CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	contaminant	52.3	564	60199	KERATIN, TYPE II CYTOSKELETAL 6C (CYTOKERATIN 6C) (CK 6C) (K6C KERATIN) [Homo sapiens].	251	0	0.000	79	76	96	0	0	0	0.000	0.000	0.250	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
25.0	1	CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN	contaminant	47.9	564	60222	KERATIN, TYPE II CYTOSKELETAL 6E (CYTOKERATIN 6E) (CK 6E) (K6E KERATIN) [Homo sapiens].	237	0	0.000	75	72	90	0	0	0	0.000	0.000	0.750	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
26.0	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	contaminant	50.5	564	60066	KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens].	238	0	0.000	75	72	91	0	0	0	1.500	1.000	2.250	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
26.0001	1	sp|P04259|K2C6B_HUMAN	redundant	50.5	564	60066	Keratin, type II cytoskeletal 6B OS=Homo sapiens (Human) OX=9606 GN=KRT6B PE=1 SV=5	238	0	0.000	75	72	91	0	0	0	1.500	1.000	2.250	CONT_073|gi|87303|pir||JS0487, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P04264|K2C1_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P12036|NFH_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|P35908|K22E_HUMAN, sp|Q14CN4|K2C72_HUMAN, sp|Q5XKE5|K2C79_HUMAN, sp|Q7RTS7|K2C74_HUMAN, sp|Q7Z794|K2C1B_HUMAN
27.0	1	CONT_151|gi|1000379|bbs|168429	contaminant	94.1	17	1982	(S78515) type I keratin K17 [human, Jackson-Lawler pachyonychia congenita patient 2, Peptide Partial Mutant, 17 aa].	10	2	0.200	3	3	4	1	0	1	1.018	0.000	1.029	CONT_046|gi|88041|pir||A31994, CONT_074|gi|1070608|pir||KRHU9, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P35527|K1C9_HUMAN
28.0	1	CONT_154|gi|1181996	contaminant	5.4	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	32	3	0.094	10	11	11	1	1	1	1.015	1.017	1.016	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN
28.0001	1	CONT_174|gi|1903220|gnl|PID|e255346	redundant	4.8	483	53193	(X99142) type II intermediate filament of hair keratin [Homo sapiens].	32	3	0.094	10	11	11	1	1	1	1.015	1.017	1.016	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN
28.0002	1	CONT_178|gi|2190400|gnl|PID|e321549	redundant	4.6	505	54971	(Y13621) keratin [Homo sapiens].	32	3	0.094	10	11	11	1	1	1	1.015	1.017	1.016	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN
28.0003	1	sp|O43790|KRT86_HUMAN	redundant	4.7	486	53500	Keratin, type II cuticular Hb6 OS=Homo sapiens (Human) OX=9606 GN=KRT86 PE=1 SV=1	32	3	0.094	10	11	11	1	1	1	1.015	1.017	1.016	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN
28.0004	1	sp|Q14533|KRT81_HUMAN	redundant	4.6	505	54928	Keratin, type II cuticular Hb1 OS=Homo sapiens (Human) OX=9606 GN=KRT81 PE=1 SV=3	32	3	0.094	10	11	11	1	1	1	1.015	1.017	1.016	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P14136|GFAP_HUMAN, sp|Q5XKE5|K2C79_HUMAN
29.0	1	CONT_156|gi|1363944|pir||JC4313	contaminant	65.1	473	51237	type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa].	121	36	0.298	30	41	50	6	10	20	11.897	17.579	34.849	CONT_046|gi|88041|pir||A31994, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN
29.0001	1	sp|P08779|K1C16_HUMAN	redundant	65.1	473	51267	Keratin, type I cytoskeletal 16 OS=Homo sapiens (Human) OX=9606 GN=KRT16 PE=1 SV=4	121	36	0.298	30	41	50	6	10	20	11.897	17.579	34.849	CONT_046|gi|88041|pir||A31994, CONT_060|gi|542923|pir||S37780, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_151|gi|1000379|bbs|168429, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN, sp|P35527|K1C9_HUMAN
30.0	1	CONT_157|gi|1245902|bbs|175065	contaminant	62.9	35	4131	keratin 13, K13 {Leu15Pro, alpha-helical rod-domain} [human, white sponge nevus patient, Peptide Partial Mutant, 35 aa].	26	1	0.038	9	10	7	0	1	0	0.000	1.642	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_157|gi|1245902|bbs|175065, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13646|K1C13_HUMAN
31.0	1	CONT_164|gi|1419564|gnl|PID|e251594	contaminant	68.8	279	30778	(X98614) cytokeratin [Homo sapiens].	243	2	0.008	76	96	71	1	1	0	3.210	3.035	0.000	CONT_073|gi|87303|pir||JS0487, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN, CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN, CONT_132|gi|1346348|sp|P48668|K2CE_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_164|gi|1419564|gnl|PID|e251594, sp|O95678|K2C75_HUMAN, sp|P08670|VIME_HUMAN, sp|P08729|K2C7_HUMAN, sp|P13647|K2C5_HUMAN, sp|P17661|DESM_HUMAN
32.0	1	CONT_167|gi|1668744|gnl|PID|e195475	contaminant	7.5	425	47570	(X90763) HHa5 hair keratin type I intermediate filament [Homo sapiens].	15	1	0.067	5	7	3	1	0	0	1.089	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN
32.0001	1	sp|Q92764|KRT35_HUMAN	redundant	7.0	455	50360	Keratin, type I cuticular Ha5 OS=Homo sapiens (Human) OX=9606 GN=KRT35 PE=2 SV=5	15	1	0.067	5	7	3	1	0	0	1.089	0.000	0.000	CONT_046|gi|88041|pir||A31994, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_167|gi|1668744|gnl|PID|e195475, sp|P02533|K1C14_HUMAN, sp|P08727|K1C19_HUMAN, sp|P13645|K1C10_HUMAN, sp|P13646|K1C13_HUMAN
33.0	1	CONT_177|gi|2134977|pir||S60152	contaminant	30.0	50	5719	cytokeratin 19 (fragment) [Homo sapiens].	9	1	0.111	2	5	2	0	1	0	0.000	2.000	0.000	CONT_074|gi|1070608|pir||KRHU9, CONT_177|gi|2134977|pir||S60152, sp|P08727|K1C19_HUMAN
34.0	1	REV_A7E2Y1	reversed	1.2	1983	225842	REVERSED.	4	3	0.750	2	1	1	1	1	1	1.050	1.000	1.000	REV_A7E2Y1, sp|P35241|RADI_HUMAN
35.0	1	REV_O14686	reversed	0.3	5537	593383	REVERSED.	13	9	0.692	2	5	6	0	4	5	0.000	4.160	5.172	REV_O14686, sp|P28066|PSA5_HUMAN
36.0	1	REV_O15020	reversed	0.8	2390	271322	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
37.0	1	REV_O15078	reversed	1.5	2479	290382	REVERSED.	6	1	0.167	1	4	1	0	0	1	0.000	0.000	1.000	REV_O15078, sp|P38646|GRP75_HUMAN, sp|Q9BZE4|NOG1_HUMAN
38.0	1	REV_O94986	reversed	1.6	1710	195624	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
39.0	1	REV_P02679	reversed	3.3	453	51511	REVERSED.	10	1	0.100	5	2	3	1	0	0	1.032	0.000	0.000	REV_P02679, sp|P02679|FIBG_HUMAN
40.0	1	REV_P0DKB5	reversed	11.3	382	40399	REVERSED.	8	8	1.000	3	2	3	3	2	3	3.000	2.000	3.000	 
41.0	1	REV_P10412	reversed	10.0	219	21865	REVERSED.	3	1	0.333	0	2	1	0	1	0	0.000	1.333	0.500	REV_P10412, REV_P16401, REV_P16402
42.0	1	REV_P16401	reversed	7.1	226	22580	REVERSED.	52	0	0.000	21	13	18	0	0	0	0.000	0.000	0.500	REV_P10412, REV_P16401, sp|P16401|H15_HUMAN
43.0	1	REV_P16402	reversed	7.7	221	22350	REVERSED.	3	2	0.667	0	3	0	0	2	0	0.000	2.667	0.000	REV_P10412, REV_P16402
44.0	1	REV_P17038	reversed	2.6	809	94124	REVERSED.	2	1	0.500	0	0	2	0	0	1	0.000	0.000	1.333	REV_A8MTY0, REV_P17038, REV_Q8TD23
45.0	1	REV_P20929	reversed	0.5	6669	772905	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	 
46.0	1	REV_P29320	reversed	2.6	983	110129	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
47.0	1	REV_P45954	reversed	6.0	432	47485	REVERSED.	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
48.0	1	REV_P53355	reversed	1.8	1430	160044	REVERSED.	3	2	0.667	0	2	1	0	1	1	0.000	1.037	1.000	REV_P53355, sp|P11310|ACADM_HUMAN
49.0	1	REV_P61225	reversed	10.4	183	20504	REVERSED.	4	4	1.000	0	2	2	0	2	2	0.000	2.000	2.000	 
50.0	1	REV_Q02040	reversed	2.2	695	80735	REVERSED.	6	6	1.000	0	3	3	0	3	3	0.000	3.000	3.000	 
51.0	1	REV_Q03468	reversed	1.1	1493	168414	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
52.0	1	REV_Q09666	reversed	0.4	5890	629094	REVERSED.	6	6	1.000	2	1	3	2	1	3	2.000	1.000	3.000	 
53.0	1	REV_Q13029	reversed	0.8	1718	188913	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
54.0	1	REV_Q13255	reversed	1.7	1194	132356	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
55.0	1	REV_Q13370	reversed	2.0	1112	124332	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
56.0	1	REV_Q13469	reversed	1.8	925	100145	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
57.0	1	REV_Q14571	reversed	1.0	2701	308060	REVERSED.	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	 
58.0	1	REV_Q14721	reversed	4.2	858	95877	REVERSED.	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000	 
59.0	1	REV_Q15678	reversed	2.8	1187	135259	REVERSED.	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000	 
60.0	1	REV_Q16825	reversed	2.6	1174	133279	REVERSED.	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000	 
61.0	1	REV_Q1W6H9	reversed	5.3	321	33863	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	 
62.0	1	REV_Q2LD37	reversed	0.3	5005	555475	REVERSED.	6	6	1.000	3	3	0	3	3	0	3.000	3.000	0.000	 
63.0	1	REV_Q3L8U1	reversed	1.4	2897	326018	REVERSED.	8	8	1.000	6	2	0	6	2	0	6.000	2.000	0.000	 
64.0	1	REV_Q496Y0	reversed	2.5	759	84489	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	 
65.0	1	REV_Q5T5J6	reversed	2.2	900	103220	REVERSED.	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	 
66.0	1	REV_Q6KF10	reversed	4.6	455	50661	REVERSED.	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	 
67.0	1	REV_Q6ZNL6	reversed	1.9	1462	159889	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
68.0	1	REV_Q6ZRS2	reversed	1.4	3230	343551	REVERSED.	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	 
69.0	1	REV_Q6ZVL6	reversed	1.6	1849	198997	REVERSED.	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000	 
70.0	1	REV_Q711Q0	reversed	1.8	1435	156475	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
71.0	1	REV_Q7Z5P9	reversed	0.5	8384	805243	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	 
72.0	1	REV_Q86T65	reversed	2.1	1068	123498	REVERSED.	6	6	1.000	3	1	2	3	1	2	3.000	1.000	2.000	 
73.0	1	REV_Q86VX9	reversed	3.2	652	72894	REVERSED.	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	 
74.0	1	REV_Q86X45	reversed	6.7	466	54254	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
75.0	1	REV_Q8N3D4	reversed	1.8	1523	161853	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
76.0	1	REV_Q8N5S1	reversed	4.3	370	40795	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	 
77.0	1	REV_Q8NAA4	reversed	2.7	619	68997	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	 
78.0	1	REV_Q8NCM2	reversed	3.3	988	111875	REVERSED.	9	3	0.333	2	3	4	0	1	2	0.000	1.020	2.048	REV_Q8NCM2, sp|Q05682|CALD1_HUMAN
79.0	1	REV_Q8NCM8	reversed	0.4	4307	492616	REVERSED.	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000	 
80.0	1	REV_Q8NEK8	reversed	4.6	389	44499	REVERSED.	3	1	0.333	0	1	2	0	0	1	0.000	0.000	1.091	REV_Q8NEK8, sp|Q9NZL9|MAT2B_HUMAN
81.0	1	REV_Q8NF91	reversed	0.4	8797	1011074	REVERSED.	11	7	0.636	1	6	4	1	4	2	1.000	4.727	2.500	REV_Q8NF91, sp|Q99417|MYCBP_HUMAN
82.0	1	REV_Q8NFC6	reversed	0.5	3051	330463	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
83.0	1	REV_Q8TB69	reversed	5.6	540	63019	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
84.0	1	REV_Q8TD23	reversed	3.3	568	66298	REVERSED.	5	4	0.800	0	2	3	0	2	2	0.000	2.000	2.667	REV_A8MTY0, REV_P17038, REV_Q8TD23
85.0	1	REV_Q8TDW7	reversed	0.7	4557	501972	REVERSED.	3	2	0.667	0	2	1	0	1	1	0.000	1.333	1.000	REV_Q8TDW7, sp|Q13158|FADD_HUMAN
86.0	1	REV_Q8TE82	reversed	1.7	1336	146960	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
87.0	1	REV_Q8TER0	reversed	1.1	1413	152202	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	 
