New PAW TMT results file!
Program "PAW_protein_grouper.py" run on Fri Apr 24 07:35:32 2020
 
 
ProtGroup	Counter	Accession	Identical	Similar	OtherLoci	Filter	Coverage	SeqLength	MW	Description	CountsTot	UniqueTot	UniqFrac	Total_A	Total_B	Total_C	Unique_A	Unique_B	Unique_C	Corrected_A	Corrected_B	Corrected_C	PSMs_Used_A	TotInt_126C_A	TotInt_127N_A	TotInt_127C_A	TotInt_128N_A	TotInt_128C_A	TotInt_129N_A	TotInt_129C_A	TotInt_130N_A	TotInt_130C_A	TotInt_131N_A	TotInt_131C_A	PSMs_Used_B	TotInt_126C_B	TotInt_127N_B	TotInt_127C_B	TotInt_128N_B	TotInt_128C_B	TotInt_129N_B	TotInt_129C_B	TotInt_130N_B	TotInt_130C_B	TotInt_131N_B	TotInt_131C_B	PSMs_Used_C	TotInt_126C_C	TotInt_127N_C	TotInt_127C_C	TotInt_128N_C	TotInt_128C_C	TotInt_129N_C	TotInt_129C_C	TotInt_130N_C	TotInt_130C_C	TotInt_131N_C	TotInt_131C_C
56	1	REV_Q13469	 	 	 	reversed	1.8	925	100145	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	60946.717774000004	52672.708985000005	67540.132812	64882.679686999996	109910.847657	62882.619139999995	57430.412109	13383.491699000002	12499.813965000001	61487.873047	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57	1	REV_Q14571	 	 	 	reversed	1.0	2701	308060	REVERSED.	4	4	1.000	1	0	3	1	0	3	1.000	0.000	3.000	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3	45703.949219	41022.769531	56866.9375	36231.292969	83753.28125	82583.171875	60237.47265599999	159039.953125	36805.667969	76929.109375	1630.180176
58	1	REV_Q14721	 	 	 	reversed	4.2	858	95877	REVERSED.	6	6	1.000	3	2	1	3	2	1	3.000	2.000	1.000	3	355969.026368	248733.808594	345888.416992	331964.293945	625159.3789059999	370884.462891	332580.383789	98325.777344	87123.14160100001	352027.641602	150.0	2	4359.241455	25212.136718	25219.212891	21592.993164	19170.737305000002	34481.959473	18373.094727	10950.332519	12003.383301	23349.294922	150.0	1	208644.640625	459037.375	191079.734375	152059.4375	365623.21875	669190.5	371915.46875	134955.484375	62401.757812	212603.3125	150.0
59	1	REV_Q15678	 	 	 	reversed	2.8	1187	135259	REVERSED.	3	3	1.000	0	2	1	0	2	1	0.000	2.000	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	4292.189697	7413.880616	42598.664061999996	20133.486329	14836.320801000002	69796.957031	17116.998536	10905.187011000002	14792.013916	33585.857422	150.0	1	1709.91748	2076.266357	2382.290283	61210.773438	3444.0798340000006	6720.736816	4125.508301	3505.6430659999996	2762.126953	4249.993164	150.0
60	1	REV_Q16825	 	 	 	reversed	2.6	1174	133279	REVERSED.	3	3	1.000	1	0	2	1	0	2	1.000	0.000	2.000	1	5022.912598	2392.873291	150.0	7670.697265999999	4206.266602000001	3302.780029	1843.82019	13274.823242	150.0	6051.265136999999	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	17078.09668	112114.867188	138535.39550800002	150194.3125	114691.024414	190417.108398	210412.248047	53155.569336	28903.875731999997	109008.225585	150.0
61	1	REV_Q1W6H9	 	 	 	reversed	5.3	321	33863	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	8745.963867	37182.59375	62581.5625	43451.886719	34597.585938	84576.359375	27661.554688	16870.171875	23969.505859	40568.5	150.0	2	49152.480957	71298.086425	73228.118164	105019.968262	56539.878418	151803.52832	92866.484375	38403.016113000005	24008.397705	63662.34130900001	150.0
62	1	REV_Q2LD37	 	 	 	reversed	0.3	5005	555475	REVERSED.	6	6	1.000	3	3	0	3	3	0	3.000	3.000	0.000	3	37387.959961	126259.58202999999	39370.757811999996	229346.359375	202152.085938	82916.320312	275717.507813	343807.855469	415457.787109	180706.773438	14203.363769	3	565425.3867190001	84132.953125	180423.191406	108734.07422	231954.158203	149188.035157	145397.984374	1272770.859375	315892.160156	369326.570312	12791.299804999999	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63	1	REV_Q3L8U1	 	 	 	reversed	1.4	2897	326018	REVERSED.	8	8	1.000	6	2	0	6	2	0	6.000	2.000	0.000	6	112812.19067400001	383266.271486	239047.241699	975202.07251	475489.34570400004	377243.240236	384033.285156	198295.91528400002	63908.994141	443262.36914	150.0	2	110649.546875	46650.585938000004	70447.367187	26869.182617	72890.87402300001	30231.500976000003	35808.848632	68020.419922	89503.473145	146236.464844	3701.737793	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64	1	REV_Q496Y0	 	 	 	reversed	2.5	759	84489	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	2	87682.239258	88988.46875	62776.166014999995	134583.306641	628565.546875	44502.6875	137604.335938	13439.88916	10284.751952999999	73275.835937	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4363.318359000001	14085.46582	13636.047852000002	16315.956055	110068.77343800002	25359.416016	79098.4375	13260.911133	7194.98877	17420.085938	150.0
65	1	REV_Q5T5J6	 	 	 	reversed	2.2	900	103220	REVERSED.	4	4	1.000	1	2	1	1	2	1	1.000	2.000	1.000	1	21860.037109	66747.429688	19691.132812	50079.003906	251350.25	36090.90625	69929.117188	7215.04248	5103.083496	49808.011719	150.0	2	3678.145691	20385.918945999998	70515.387207	30547.642578	16077.933593000002	53143.517578	24881.524414	11645.432861	13305.953125	48099.067383	150.0	1	26414.023438	63333.41015599999	84531.226562	107226.765625	150876.984375	158111.671875	890605.8125	49631.667969	54220.53515599999	70339.039062	150.0
66	1	REV_Q6KF10	 	 	 	reversed	4.6	455	50661	REVERSED.	5	5	1.000	1	2	2	1	2	2	1.000	2.000	2.000	1	209454.96875	8155.037598000001	21462.216797	150.0	8427.568359	4461.878906	150.0	150.0	150.0	3465.371582	150.0	2	1131379.671875	150.0	92839.113281	2489.345215	3950.109863	150.0	2859.763672	2934.6796879999997	150.0	14902.222412	150.0	2	57411.183594	55868.693848	49054.933105000004	48434.615235000005	104116.513917	93598.342529	286237.202148	14923.599853	34893.759033	60508.688720000006	1906.875
67	1	REV_Q6ZNL6	 	 	 	reversed	1.9	1462	159889	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	8088.210449	25272.890137	39142.696778	23807.235839999998	31018.984375	36607.546387	25546.155274	15732.123047000001	28697.156739	29127.116211	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68	1	REV_Q6ZRS2	 	 	 	reversed	1.4	3230	343551	REVERSED.	3	3	1.000	2	1	0	2	1	0	2.000	1.000	0.000	2	407124.692383	654517.222656	1130305.748047	565649.677734	745058.21875	1018416.158203	540829.078125	132589.113282	70021.687988	527141.470703	150.0	1	7627.486816	32371.935547000005	33882.769531	17754.373047	21681.666016	22770.908203	30219.789062	8726.6875	13372.079102	24285.689453	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69	1	REV_Q6ZVL6	 	 	 	reversed	1.6	1849	198997	REVERSED.	4	4	1.000	3	0	1	3	0	1	3.000	0.000	1.000	3	56165.34374900001	91916.371094	77743.33105400001	82932.11035100001	155375.039062	45951.695311999996	78994.076172	38681.948730000004	54432.133300999994	101644.015625	1603.976074	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	150.0	39064.183594	12322.852539	26514.117188	23202.150391	12160.268555	14892.863281	15784.28418	150.0	24533.90625	150.0
70	1	REV_Q711Q0	 	 	 	reversed	1.8	1435	156475	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	19434.304932	89992.161133	33849.722168	141185.676758	105602.611328	84520.037109	134069.390137	38240.597900999994	21674.587646	73378.100586	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
71	1	REV_Q7Z5P9	 	 	 	reversed	0.5	8384	805243	REVERSED.	3	3	1.000	2	0	1	2	0	1	2.000	0.000	1.000	2	60317.65332	80033.224609	38518.835938000004	183666.859375	101316.228515	68613.197266	85850.976563	257132.398193	19794.850098000003	113763.925782	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	1132.1876220000001	2776.539795	2346.3364260000003	3235.787842	1821.83252	9318.573242	6224.867188	2405.313721	910.0007320000001	2335.294922	150.0
72	1	REV_Q86T65	 	 	 	reversed	2.1	1068	123498	REVERSED.	6	6	1.000	3	1	2	3	1	2	3.000	1.000	2.000	3	535895.987305	1950154.2695310002	281146.605469	3799654.8593760002	1441016.763672	643821.458985	3836831.695313	2252004.55664	864668.390625	1873638.736329	150.0	1	283844.59375	29882.146483999997	57403.01953099999	34078.691406	137916.234375	83073.5	80709.734375	379023.125	303281.0	150886.21875	11232.208984	2	48133.704102	62826.987061	58986.336914	100029.129883	100089.798828	80405.113281	130332.20166100001	42208.133056000006	45467.008179	73525.391602	150.0
73	1	REV_Q86VX9	 	 	 	reversed	3.2	652	72894	REVERSED.	5	5	1.000	1	3	1	1	3	1	1.000	3.000	1.000	1	73343.875	183211.234375	167248.25	437467.84375	254893.71875	109682.46093800002	338441.125	144485.546875	71835.820312	210223.0625	150.0	3	20060355.444336	288565.570312	2700267.171875	2181638.962891	15322970.039062	1074178.193359	2539472.554688	24027783.578125	16549767.859375	11564409.476562	150.0	1	21904.3125	27862.371094	34453.390625	26042.181641	34431.382812	95092.453125	40650.667969	13567.862305	8424.576172	25389.119141	150.0
74	1	REV_Q86X45	 	 	 	reversed	6.7	466	54254	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	3864.466553	6232.289551	4038.6195070000003	6956.442139000001	8914.526856	6008.723877	4819.281738	150.0	725.704468	5423.250488	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
75	1	REV_Q8N3D4	 	 	 	reversed	1.8	1523	161853	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	70168.957031	61034.328125	54884.449219	91655.886719	85252.347657	41547.976561999996	75323.859375	30326.099609999997	40686.928711	78414.957031	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76	1	REV_Q8N5S1	 	 	 	reversed	4.3	370	40795	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	54730.386718	51230.964842999994	157061.979492	81998.18749999999	59629.348633	92905.526367	67951.075195	26492.616211	27378.764648	96062.214844	1461.0998539999998	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77	1	REV_Q8NAA4	 	 	 	reversed	2.7	619	68997	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	170077.541992	90070.042969	74900.169922	178280.017578	92714.983398	65000.839844	145258.847656	123961.00097700002	219147.28125	112004.136718	7262.824706999999	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78	1	REV_Q8NCM2	 	 	REV_Q8NCM2, sp|Q05682|CALD1_HUMAN	reversed	3.3	988	111875	REVERSED.	9	3	0.333	2	3	4	0	1	2	0.000	1.020	2.048	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	72620.109375	12475.021484	23947.246094	200879.171875	66911.570312	36111.792969	133080.171875	12775.524414	18638.914062	24838.439453	150.0	2	42482.583984	21625.754639	34100.57275400001	33098.437256	24626.195801	40595.733399000004	35957.226561999996	20264.043213	174635.764648	32594.960937	8585.520996
79	1	REV_Q8NCM8	 	 	 	reversed	0.4	4307	492616	REVERSED.	7	7	1.000	2	2	3	2	2	3	2.000	2.000	3.000	2	111466.402343	173217.773438	43092.482422	153479.675782	1108680.3125	58366.599610000005	307417.242188	20054.981444999998	20141.967773	114639.558594	150.0	2	12635.729981	79703.03125	281443.734375	90908.160156	67097.38086	81525.193359	29789.147461	35309.873047	57722.57421800001	200424.742188	150.0	3	96129.832519	229601.744141	492571.550781	410590.494141	493359.921875	422936.527344	988897.632813	165946.880859	92823.748047	265636.535156	150.0
80	1	REV_Q8NEK8	 	 	REV_Q8NEK8, sp|Q9NZL9|MAT2B_HUMAN	reversed	4.6	389	44499	REVERSED.	3	1	0.333	0	1	2	0	0	1	0.000	0.000	1.091	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	4153.395996	4439.716309	7521.189941	4872.568848	11925.37207	14319.339844	9219.074219	5820.274414	3185.5083010000003	6707.770508	150.0
81	1	REV_Q8NF91	 	 	REV_Q8NF91, sp|Q99417|MYCBP_HUMAN	reversed	0.4	8797	1011074	REVERSED.	11	7	0.636	1	6	4	1	4	2	1.000	4.727	2.500	1	42378.945312	72537.804688	30394.28125	93900.523438	63278.21875	34468.980469	61757.18359400001	54005.82421900001	68244.804688	59447.90234400001	2321.345215	4	332442.079712	188561.554687	139410.461243	583890.937256	363085.534668	188096.16687000002	524769.4165040001	395164.25390699995	462594.577148	337740.336792	14829.172363999998	2	94475.892578	32233.565430000002	135343.63867200003	42165.654297	432557.6875	368399.046875	236286.75	556624.734375	506535.195313	210256.804688	11073.710938
82	1	REV_Q8NFC6	 	 	 	reversed	0.5	3051	330463	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	67183.68359300001	30901.835938	84627.228516	50152.947264999995	39212.880859	54929.015625	59487.146484	19916.577148999997	20916.817872	71871.730469	150.0
83	1	REV_Q8TB69	 	 	 	reversed	5.6	540	63019	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	24931.719726000003	19727.903319999998	50135.388672	99855.046387	152153.787109	60869.207031	39401.064453000006	51005.500977	128423.03613300002	35713.072265	3590.1777340000003
84	1	REV_Q8TD23	 	 	REV_P17038, REV_Q8TD23	reversed	3.3	568	66298	REVERSED.	5	4	0.800	0	2	3	0	2	2	0.000	2.000	2.667	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	91115.175781	392724.640625	418551.453125	294583.453125	128774.207031	256517.882813	120946.29687399999	371039.484375	242036.34375	525176.515625	150.0	2	198589.445312	509058.765625	1794399.125	846697.09375	1609572.875	652809.296875	3236516.0	637748.078125	179251.007813	894845.25	150.0
85	1	REV_Q8TDW7	 	 	REV_Q8TDW7, sp|Q13158|FADD_HUMAN	reversed	0.7	4557	501972	REVERSED.	3	2	0.667	0	2	1	0	1	1	0.000	1.333	1.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	7248.665039	3719.250244	14447.995116999999	3387.3095700000003	47572.578125	13247.75293	8582.81543	16620.470703	20658.162109	77515.453125	150.0	1	49106.820312	32346.439452999995	50231.363281	20563.275391	44496.269531	32272.779297000005	54560.484375	22315.630859	53314.773438	39029.257812	150.0
86	1	REV_Q8TE82	 	 	 	reversed	1.7	1336	146960	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	37344.795166	89230.509521	112102.50146500002	81588.721192	77518.69482399999	94186.846679	172845.386719	38122.932129	15941.839721999999	54359.311035	150.0
87	1	REV_Q8TER0	 	 	 	reversed	1.1	1413	152202	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	12019.243408	45377.481445	13853.420166	32705.629639	36232.68212899999	201799.324219	59849.882813	30276.793945	32357.850098000003	37646.361817000005	150.0
88	1	REV_Q8WXH0	 	 	REV_Q8WXH0, sp|Q92878|RAD50_HUMAN	reversed	0.4	6885	796433	REVERSED.	3	2	0.667	0	1	2	0	1	1	0.000	1.000	1.028	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	8723.744141	14235.211913999998	16049.050781	20608.267578	12987.583008	16682.142578	35615.898438	13175.129883	22395.017578	17853.640625	943.735901	1	3560.0207520000004	3850.144775	10376.038086	77388.710938	191444.21875	16257.813477000002	81368.367188	22574.896484	6343.033691	20789.390625	150.0
89	1	REV_Q8WXH2	 	 	 	reversed	2.9	748	81468	REVERSED.	4	4	1.000	1	3	0	1	3	0	1.000	3.000	0.000	1	12384.458008	13483.536133000001	7415.42041	8741.588867	8000.708984000001	6302.154297	9343.71875	10498.894531	3413.999268	11597.458008	150.0	3	25330.383057	29172.567871	29808.026978	49633.844239	25019.738280999998	11717.295716	53332.362305	19661.675781	40232.561279	29443.154297	1385.397705	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90	1	REV_Q8WY36	 	 	 	reversed	1.9	941	105129	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	6295.258179	25251.710938	36604.725098	12575.445556	25538.370605	37529.219726	55519.710937	12425.624755	11517.765747000001	16067.655273	150.0
91	1	REV_Q8WZ42	 	 	 	reversed	0.2	34350	3815984	REVERSED.	18	18	1.000	5	6	7	5	6	7	5.000	6.000	7.000	5	1604769.328124	369094.699218	260604.17627	1352609.177735	684916.46875	3275500.5625	70487.41455	305842.413575	132452.47338799998	796826.570312	150.0	6	50542.35205	123544.03515699999	243021.680663	217152.23535200002	128140.293946	142252.91211	187227.615235	87111.490723	95950.6333	142593.414064	1859.077393	7	3418403.138672	1534772.006836	4215978.826172	1770573.863281	2591425.14795	3033063.189453	2661990.519531	652238.64331	657785.3005359999	1919498.407227	4256.456055
92	1	REV_Q8WZ64	 	 	 	reversed	1.2	1704	193450	REVERSED.	13	13	1.000	4	5	4	4	5	4	4.000	5.000	4.000	4	57132.02441299999	137488.600098	510536.772461	304410.079103	857148.050781	305394.166016	367598.81347600004	137517.50292899998	42957.041014999995	2165126.300781	946.837891	5	53650.181153	18572.914795	3561099.7441410003	196219.46093800003	3738340.506104	96590.18896400002	253074.57519499998	94699.41699200001	41014.275391	1698005.846679	529.882019	4	207312.708984	408275.463867	497831.953125	1774056.216797	45158.598633	174569.530273	187246.54004000002	84411.550782	70527.455078	1170169.887695	150.0
93	1	REV_Q92805	 	 	REV_Q92805, sp|O60763|USO1_HUMAN	reversed	2.0	767	88183	REVERSED.	5	3	0.600	1	2	2	1	1	1	1.000	1.021	1.020	1	32132.648438	25271.689453	53160.617188	54584.26171900001	41170.984375	8317.361328	25814.132812	29716.175781	12257.371094	34163.304688	150.0	1	79212.171875	36742.632812	41906.113281	117642.921875	79931.359375	17830.304688	74232.96875	94698.820312	43768.761719	57744.671875	150.0	1	58344.617188	18421.763672	96936.234375	19163.902344	155984.875	64007.53125	53982.1875	245387.75	96578.960938	90935.265625	150.0
94	1	REV_Q96N22	 	 	 	reversed	2.9	645	75059	REVERSED.	2	1	0.500	2	0	0	1	0	0	2.000	0.000	0.000	1	150.0	6692.059082	2969.076416	16209.578125	10467.291992	2168.952393	12113.662109	4148.374022999999	3664.953613	6468.803223	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
95	1	REV_Q96SN8	 	 	 	reversed	1.8	1893	215035	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	15739.083985000001	151006.333984	253065.900879	59465.371094	143548.310059	105876.637696	79823.449219	58590.510743	15785.476074	110989.182617	150.0
96	1	REV_Q96T51	 	 	 	reversed	2.1	708	79817	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	13886.827515	41478.220459000004	70578.872803	50966.476074	50025.844971	49687.88147	35815.83374	34187.513671	26722.285645	53271.43164	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
97	1	REV_Q9C099	 	 	 	reversed	1.7	1032	119595	REVERSED.	5	5	1.000	2	1	2	2	1	2	2.000	1.000	2.000	2	31247.143554000002	162449.632812	174736.910157	96475.949218	134328.466797	73485.207031	116023.59375	103247.035156	45996.036132	83386.507813	150.0	1	14231.449219	201579.046875	139553.953125	189584.40625	111404.30468800002	209894.921875	48972.15625	35635.175781	41609.855469	85248.695312	150.0	2	60742.150878	97144.978515	129135.4375	70944.841797	75074.777344	230716.954102	97240.46875	46412.100586	30385.441895	86090.685547	150.0
98	1	REV_Q9HCM3	 	 	 	reversed	1.2	1950	210753	REVERSED.	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	1	27131.683594	79341.546875	27231.023438	87547.421875	89297.757812	53975.851562	66008.4375	20776.365234	11754.330078	83655.414062	150.0	1	6214.151855	4792.170897999999	1797.2607420000002	5404.970215	6969.239258	2621.1791989999997	11060.363281	11667.841797	3180.080078	10778.209961	150.0	2	33624.978516	42013.570311999996	53349.738281	27625.114258	68463.460938	55378.095703	97997.701172	80167.69726500001	27509.791016	37601.666016	660.677917
99	1	REV_Q9NP87	 	 	 	reversed	5.1	494	54815	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	69167.273438	147494.40625	165395.421875	72050.984375	82144.445312	405342.46875	112914.07031300002	74618.890625	32252.914062	110293.05468800002	150.0
100	1	REV_Q9NSI6	 	 	 	reversed	1.0	2320	262933	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	35368.290527	72509.22949200001	119716.67724700001	77810.753417	357888.171875	157501.30957	97320.892578	41173.927124	11723.563476	499506.890625	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	1	REV_Q9NY61	 	 	 	reversed	4.6	560	63132	REVERSED.	2	2	1.000	0	2	0	0	2	0	0.000	2.000	0.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	36911.047852	45247.58349600001	76676.320557	53963.194579999996	54774.925781	103916.761231	1575.446655	82424.374146	62107.42431599999	57739.067872	2440.563721	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	1	REV_Q9NYW8	 	 	 	reversed	2.2	714	82994	REVERSED.	2	2	1.000	2	0	0	2	0	0	2.000	0.000	0.000	2	30047.256836	55984.517578000006	35903.091797	84390.199218	370698.15625	41305.375	102329.230469	11194.850098	7536.765869	67501.931641	150.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	1	REV_Q9NZJ5	 	 	 	reversed	2.1	1116	125215	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	150.0	411423.75	150.0	33501.226562	2689.356934	3980.467529	1909.2016600000002	2996.643066	1677.0665279999998	52099.925781	150.0	2	1435714.734375	101012.037109	248244.265625	22213.299316	360316.129883	268105.210938	143044.20312500003	290921.464844	418442.53125	291097.257813	16676.570312
104	1	REV_Q9P225	 	 	 	reversed	0.4	4427	507692	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	2829.799561	2518.7109379999997	3564.5419920000004	3851.7373049999997	2886.4838870000003	6553.887207	5810.421875	1687.349243	1635.806763	3714.9731450000004	150.0
105	1	REV_Q9P2D1	 	 	 	reversed	0.7	2997	335923	REVERSED.	2	2	1.000	0	0	2	0	0	2	0.000	0.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2	977455.777344	69363.90039	123331.320313	48393.623047	59332.148438000004	122196.386719	76980.19726599999	41664.34961	631500.882812	112407.535157	22452.339844
106	1	REV_Q9UHG2	 	 	 	reversed	11.2	260	27372	REVERSED.	4	4	1.000	1	1	2	1	1	2	1.000	1.000	2.000	1	24869.576172	26447.734375	28352.5625	85195.796875	16811.316406	20856.916016	15513.640625	8071.07666	7504.990723000001	25425.345703	150.0	1	36786.410156	23795.039062	17182.125	16903.490234	42586.828125	23288.636719	55976.08203099999	30885.789062	52324.621094	32759.458983999997	1216.868164	2	26666.780761	57530.658203	85639.546875	92551.177734	86237.582031	137146.628907	218892.851563	375666.203125	150.0	126106.210937	150.0
107	1	REV_Q9UKN5	 	 	 	reversed	6.5	801	87919	REVERSED.	3	3	1.000	0	1	2	0	1	2	0.000	1.000	2.000	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1	15561.698241999999	150.0	1796150.375	34733.046875	976173.3125	24217.402344	96458.914062	38546.042969	22708.736328	819088.625	150.0	2	18481.738281	13520.71582	16649.208984	174358.8125	150.0	17891.914062	12631.602539	3862.948486	3966.4814450000003	51776.0	150.0
